5.888859440702700621e-01 0.000000000000000000e+00
5.956725172931905954e-01 0.000000000000000000e+00
6.024590905161111287e-01 0.000000000000000000e+00
6.092456637390316621e-01 0.000000000000000000e+00
6.160322369619520844e-01 0.000000000000000000e+00
6.228188101848726177e-01 0.000000000000000000e+00
6.296053834077931510e-01 0.000000000000000000e+00
6.363919566307136844e-01 0.000000000000000000e+00
6.431785298536342177e-01 0.000000000000000000e+00
6.499651030765547510e-01 0.000000000000000000e+00
6.567516762994752844e-01 0.000000000000000000e+00
6.635382495223957067e-01 0.000000000000000000e+00
6.703248227453162400e-01 0.000000000000000000e+00
6.771113959682366623e-01 0.000000000000000000e+00
6.838979691911573067e-01 0.000000000000000000e+00
6.906845424140778400e-01 0.000000000000000000e+00
6.974711156369983733e-01 0.000000000000000000e+00
7.042576888599187956e-01 0.000000000000000000e+00
7.110442620828393290e-01 0.000000000000000000e+00
7.178308353057597513e-01 0.000000000000000000e+00
7.246174085286802846e-01 0.000000000000000000e+00
7.314039817516008180e-01 0.000000000000000000e+00
7.381905549745214623e-01 0.000000000000000000e+00
7.449771281974418846e-01 0.000000000000000000e+00
7.517637014203624179e-01 0.000000000000000000e+00
7.585502746432829513e-01 0.000000000000000000e+00
7.653368478662033736e-01 0.000000000000000000e+00
7.721234210891239069e-01 0.000000000000000000e+00
7.789099943120445513e-01 0.000000000000000000e+00
7.856965675349649736e-01 0.000000000000000000e+00
7.924831407578855069e-01 0.000000000000000000e+00
7.992697139808060403e-01 0.000000000000000000e+00
8.060562872037264626e-01 0.000000000000000000e+00
8.128428604266469959e-01 0.000000000000000000e+00
8.196294336495675292e-01 0.000000000000000000e+00
8.264160068724879515e-01 0.000000000000000000e+00
8.332025800954084849e-01 0.000000000000000000e+00
8.399891533183291292e-01 0.000000000000000000e+00
8.467757265412495515e-01 0.000000000000000000e+00
8.535622997641700849e-01 0.000000000000000000e+00
8.603488729870906182e-01 0.000000000000000000e+00
8.671354462100110405e-01 0.000000000000000000e+00
8.739220194329316849e-01 0.000000000000000000e+00
8.807085926558522182e-01 0.000000000000000000e+00
8.874951658787726405e-01 0.000000000000000000e+00
8.942817391016931738e-01 0.000000000000000000e+00
9.010683123246137072e-01 0.000000000000000000e+00
9.078548855475341295e-01 0.000000000000000000e+00
9.146414587704546628e-01 0.000000000000000000e+00
9.214280319933751962e-01 0.000000000000000000e+00
9.282146052162956185e-01 0.000000000000000000e+00
9.350011784392161518e-01 0.000000000000000000e+00
9.417877516621367961e-01 0.000000000000000000e+00
9.485743248850572185e-01 0.000000000000000000e+00
9.553608981079777518e-01 0.000000000000000000e+00
9.621474713308982851e-01 0.000000000000000000e+00
9.689340445538189295e-01 0.000000000000000000e+00
9.757206177767393518e-01 0.000000000000000000e+00
9.825071909996598851e-01 0.000000000000000000e+00
9.892937642225803074e-01 0.000000000000000000e+00
9.960803374455008408e-01 0.000000000000000000e+00
1.002866910668421374e+00 0.000000000000000000e+00
1.009653483891341796e+00 0.000000000000000000e+00
1.016440057114262219e+00 0.000000000000000000e+00
1.023226630337182863e+00 0.000000000000000000e+00
1.030013203560103285e+00 0.000000000000000000e+00
1.036799776783023930e+00 0.000000000000000000e+00
1.043586350005944352e+00 0.000000000000000000e+00
1.050372923228864996e+00 0.000000000000000000e+00
1.057159496451785419e+00 0.000000000000000000e+00
1.063946069674706063e+00 0.000000000000000000e+00
1.070732642897626485e+00 0.000000000000000000e+00
1.077519216120547130e+00 0.000000000000000000e+00
1.084305789343467552e+00 0.000000000000000000e+00
1.091092362566387974e+00 0.000000000000000000e+00
1.097878935789308619e+00 0.000000000000000000e+00
1.104665509012229041e+00 0.000000000000000000e+00
1.111452082235149463e+00 0.000000000000000000e+00
1.118238655458069886e+00 0.000000000000000000e+00
1.125025228680990530e+00 0.000000000000000000e+00
1.131811801903910952e+00 0.000000000000000000e+00
1.138598375126831597e+00 0.000000000000000000e+00
1.145384948349752019e+00 0.000000000000000000e+00
1.152171521572672663e+00 0.000000000000000000e+00
1.158958094795593308e+00 0.000000000000000000e+00
1.165744668018513730e+00 0.000000000000000000e+00
1.172531241241434152e+00 0.000000000000000000e+00
1.179317814464354797e+00 0.000000000000000000e+00
1.186104387687275219e+00 0.000000000000000000e+00
1.192890960910195641e+00 0.000000000000000000e+00
1.199677534133116286e+00 0.000000000000000000e+00
1.206464107356036708e+00 0.000000000000000000e+00
1.213250680578957130e+00 0.000000000000000000e+00
1.220037253801877553e+00 0.000000000000000000e+00
1.226823827024798197e+00 0.000000000000000000e+00
1.233610400247718841e+00 0.000000000000000000e+00
1.240396973470639264e+00 0.000000000000000000e+00
1.247183546693559686e+00 0.000000000000000000e+00
1.253970119916480330e+00 0.000000000000000000e+00
1.260756693139400975e+00 0.000000000000000000e+00
1.267543266362321397e+00 0.000000000000000000e+00
1.274329839585241819e+00 0.000000000000000000e+00
